"brand","model","processor_brand","processor_name","processor_gnrtn","ram_gb","ram_type","ssd","hdd","os","os_bit","graphic_card_gb","weight","display_size","warranty","Touchscreen","msoffice","latest_price","old_price","discount","star_rating","ratings","reviews"
"APPLE","MacBook","M1","M1","10th","4 GB GB","DDR4","512 GB","0 GB","Mac","64-bit",0,"Casual","16",1,"No","No",1249.9,1329,5,4.7,45,4
"APPLE","MacBook","M1","M1","10th","8 GB GB","DDR4","512 GB","0 GB","Mac","64-bit",0,"Casual","13.3",1,"No","No",1049.9,1109,5,4.7,6725,629
"APPLE","MacBook","M1","M1","10th","8 GB GB","DDR4","1024 GB","0 GB","Mac","64-bit",0,"Casual","13.3",1,"No","No",1499.9,1639,8,4.8,640,70
"APPLE","MacBook","M1","M1","10th","16 GB GB","DDR4","1024 GB","0 GB","Mac","64-bit",0,"Casual","13.3",1,"No","No",1699.9,1839,7,4.8,640,70
"APPLE","MacBook","M1","M1","10th","16 GB GB","DDR4","1024 GB","0 GB","Mac","64-bit",0,"Casual","14.2",1,"No","No",2259.9,2399,5,4.8,42,8
"APPLE","MacBook","M1","M1","10th","16 GB GB","DDR4","1024 GB","0 GB","Mac","64-bit",0,"Casual","16.2",1,"No","No",2439.9,2599,6,4.8,42,8
"APPLE","MacBook","M1","M1","10th","32 GB GB","DDR4","1024 GB","0 GB","Mac","64-bit",0,"Casual","16.2",1,"No","No",3099.9,3299,6,5,3,1
"APPLE","MacBook","M1","M1","10th","16 GB GB","DDR4","1024 GB","0 GB","Mac","64-bit",0,"Casual","14.2",1,"No","No",2259.9,2399,5,4.8,42,8
"DELL","G7","Intel","GeForce RTX","10th","8 GB GB","LPDDR4","0 GB","512 GB","DOS","32-bit",8,"Casual","15.6",0,"No","No",1799.9,2272.5,20,4.5,17,2
"iball","CompBook","Intel","Pentium Quad","Missing","4 GB GB","DDR3","0 GB","512 GB","Windows","64-bit",0,"Casual","Missing",0,"No","No",139.9,199.99,30,3.8,1218,209
"HP","Pentium","Intel","Pentium Quad","Missing","8 GB GB","DDR4","256 GB","0 GB","Windows","64-bit",0,"ThinNlight","14",1,"No","Yes",329.9,368.65,10,4.1,77,9
"acer","Extensa","Intel","Pentium Quad","Missing","4 GB GB","DDR4","256 GB","0 GB","Windows","64-bit",0,"Casual","Missing",1,"No","No",309.9,349.9,11,4.2,465,89
"DELL","Inspiron","Intel","Pentium Quad","Missing","4 GB GB","DDR4","256 GB","0 GB","Windows","64-bit",0,"ThinNlight","Missing",1,"No","No",360,430,16,4.3,102,16
"ASUS","VivoBook","Intel","Pentium Quad","Missing","4 GB GB","DDR4","256 GB","0 GB","Windows","64-bit",0,"ThinNlight","Missing",1,"No","Yes",329.9,399.9,17,4.3,7,1
"ASUS","Pentium","Intel","Pentium Quad","Missing","4 GB GB","DDR4","0 GB","1024 GB","Windows","64-bit",0,"Casual","15.6",1,"No","No",259.9,401.08,35,3.7,4741,658
"ASUS","Pentium","Intel","Pentium Quad","Missing","4 GB GB","DDR4","0 GB","1024 GB","Windows","64-bit",0,"Casual","15.6",1,"No","No",259.9,309.9,16,3.8,2736,350
"ASUS","VivoBook","Intel","Pentium Silver","Missing","4 GB GB","DDR4","256 GB","0 GB","Windows","64-bit",0,"ThinNlight","14",0,"No","No",299.9,389.9,23,4,36,3
"Lenovo","Legion","Intel","Genuine Windows","10th","4 GB GB","DDR4","0 GB","512 GB","DOS","32-bit",4,"Casual","Missing",0,"No","No",778.9,1108.9,29,4.4,208,57
"HP","Ryzen","AMD","Ryzen 3","Missing","8 GB GB","DDR4","256 GB","0 GB","Windows","64-bit",0,"ThinNlight","15.6",1,"No","No",379.9,460.55,17,4.3,2214,241
"ASUS","Ryzen","AMD","Ryzen 3","Missing","8 GB GB","DDR4","256 GB","0 GB","Windows","64-bit",0,"ThinNlight","15.6",1,"No","No",359.9,469.9,23,4.3,2886,375
"DELL","Inspiron","AMD","Ryzen 3","Missing","8 GB GB","DDR4","256 GB","0 GB","Windows","64-bit",0,"ThinNlight","15.6",0,"No","No",394.9,497.14,20,4.3,34,4
"DELL","Inspiron","AMD","Ryzen 3","Missing","8 GB GB","DDR4","256 GB","0 GB","Windows","64-bit",0,"ThinNlight","14.96",0,"No","No",369.9,505.86,26,4.2,137,15
"ASUS","Ryzen","AMD","Ryzen 3","Missing","4 GB GB","DDR4","256 GB","0 GB","Windows","64-bit",0,"ThinNlight","15.6",1,"No","No",336.9,379.9,11,4.2,170,26
"ASUS","VivoBook","AMD","Ryzen 3","Missing","4 GB GB","DDR4","256 GB","0 GB","Windows","64-bit",0,"Casual","Missing",1,"No","No",379.9,469.9,19,4.2,39,3
"ASUS","VivoBook","AMD","Ryzen 3","Missing","4 GB GB","DDR4","256 GB","0 GB","Windows","64-bit",0,"ThinNlight","Missing",1,"No","Yes",345,429.9,19,4.3,2886,375
"acer","Aspire","AMD","Ryzen 3","Missing","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"Casual","15.6",1,"No","No",369.9,449.99,17,4.6,11,2
"HP","Ryzen","AMD","Ryzen 3","Missing","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"ThinNlight","14",0,"No","No",434.9,529.9,17,4.6,163,33
"HP","Ryzen","AMD","Ryzen 3","Missing","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"ThinNlight","15.6",1,"No","Yes",414.9,517.48,19,4.2,153,21
"HP","15s","AMD","Ryzen 3","Missing","4 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"ThinNlight","Missing",1,"No","Yes",444.9,490,9,4.3,267,42
"DELL","Vostro","AMD","Ryzen 3","Missing","8 GB GB","DDR4","0 GB","1024 GB","Windows","64-bit",0,"ThinNlight","14",1,"No","Yes",359.9,506.51,28,4.1,59,12
"HP","15s","AMD","Ryzen 3","Missing","8 GB GB","DDR4","0 GB","1024 GB","Windows","64-bit",0,"ThinNlight","15.6",1,"No","Yes",394.9,409.57,3,4.2,7291,895
"DELL","Inspiron","AMD","Ryzen 3","Missing","8 GB GB","DDR4","0 GB","1024 GB","Windows","64-bit",0,"ThinNlight","15.6",0,"No","No",373.9,501.49,25,4.2,38,5
"DELL","Inspiron","AMD","Ryzen 3","Missing","4 GB GB","DDR4","0 GB","1024 GB","Windows","64-bit",0,"Casual","Missing",1,"No","Yes",399.9,496.13,19,4.1,409,39
"Lenovo","Ryzen","AMD","Ryzen 3","Missing","4 GB GB","DDR4","0 GB","1024 GB","Windows","64-bit",0,"Casual","15.6",0,"No","No",349.9,369.23,5,3.3,38,6
"DELL","Inspiron","AMD","Ryzen 3","Missing","8 GB GB","DDR4","0 GB","1024 GB","Windows","64-bit",0,"ThinNlight","14.96",0,"No","No",399.9,515.74,22,3.1,18,4
"HP","15s","AMD","Ryzen 3","Missing","8 GB GB","DDR4","256 GB","1024 GB","Windows","64-bit",0,"Casual","15.6",1,"No","Yes",419.99,482.94,13,4.3,3524,432
"HP","Chromebook","MediaTek","MediaTek Kompanio","10th","4 GB GB","DDR4","0 GB","512 GB","DOS","32-bit",0,"Casual","Missing",0,"No","No",229.9,266.63,13,3.8,4623,553
"HP","Chromebook","MediaTek","MediaTek Kompanio","10th","4 GB GB","LPDDR4X","0 GB","512 GB","DOS","32-bit",0,"Casual","Missing",0,"No","No",224.9,248.45,9,3.8,4623,553
"HP","Chromebook","MediaTek","MediaTek Kompanio","10th","4 GB GB","LPDDR4X","0 GB","512 GB","DOS","32-bit",0,"Casual","Missing",0,"No","No",229.9,248.45,7,3.8,4623,553
"DELL","Vostro","AMD","Ryzen 5","Missing","8 GB GB","DDR4","256 GB","0 GB","Windows","64-bit",0,"Casual","14",1,"No","Yes",419.9,595.8,29,4.3,939,107
"DELL","Inspiron","AMD","Ryzen 5","Missing","8 GB GB","DDR4","256 GB","0 GB","Windows","64-bit",0,"ThinNlight","15.6",1,"No","No",444.9,581.94,23,4.2,14,1
"DELL","Inspiron","AMD","Ryzen 5","Missing","8 GB GB","DDR4","256 GB","0 GB","Windows","64-bit",0,"Casual","15.6",1,"No","Yes",419.9,496.13,15,4.4,649,84
"DELL","Vostro","AMD","Ryzen 5","Missing","8 GB GB","DDR4","256 GB","0 GB","Windows","64-bit",0,"ThinNlight","14",1,"No","Yes",444.9,582.86,23,4.3,8,2
"DELL","Inspiron","AMD","Ryzen 5","Missing","4 GB GB","DDR4","256 GB","0 GB","Windows","64-bit",0,"ThinNlight","Missing",1,"No","No",443.9,565.73,21,4,276,24
"HP","Pavilion","AMD","Ryzen 5","Missing","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",4,"Casual","15.6",1,"No","No",579.9,701.72,17,4.5,4740,532
"Lenovo","IdeaPad","AMD","Ryzen 5","Missing","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",4,"Gaming","15.6",1,"No","Yes",569.9,838.9,32,4.5,162,15
"Lenovo","IdeaPad","AMD","Ryzen 5","Missing","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"ThinNlight","15.6",1,"No","No",489.9,689.9,28,4.4,219,27
"HP","Ryzen","AMD","Ryzen 5","Missing","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"ThinNlight","14",1,"No","Yes",499.7,598.08,16,4.5,193,28
"MSI","Modern","AMD","Ryzen 5","Missing","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"Casual","14",0,"No","No",479.9,619.9,22,4.6,562,89
"HP","Ryzen","AMD","Ryzen 5","Missing","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"ThinNlight","15.6",1,"No","Yes",489.9,609.59,19,4.4,45,5
"Lenovo","IdeaPad","AMD","Ryzen 5","Missing","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"Casual","15.6",1,"No","Yes",529.9,782.9,32,4.2,39,5
"Lenovo","Ideapad","AMD","Ryzen 5","Missing","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",4,"Gaming","15.6",0,"No","No",594.9,894.9,33,4.5,92,10
"MSI","Bravo","AMD","Ryzen 5","Missing","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",4,"Casual","15.6",0,"No","No",649.9,839.9,22,4.5,469,80
"DELL","Vostro","AMD","Ryzen 5","Missing","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"ThinNlight","14",0,"No","No",474.9,617.4,23,2.5,2,1
"HP","HP","AMD","Ryzen 5","Missing","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",4,"Casual","15.6",1,"No","No",599.9,760.2,21,4.4,1978,188
"HP","15-ec1105AX","AMD","Ryzen 5","Missing","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",4,"Casual","15.6",1,"No","No",589.9,701.72,15,4.5,1049,134
"DELL","Vostro","AMD","Ryzen 5","Missing","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"ThinNlight","14",1,"No","No",594.9,610.6,2,4.6,74,18
"HP","Pavilion","AMD","Ryzen 5","Missing","16 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"ThinNlight","15.6",1,"No","Yes",675,750.49,10,4.4,196,19
"HP","Ryzen","AMD","Ryzen 5","Missing","8 GB GB","DDR4","512 GB","0 GB","Windows","32-bit",0,"Casual","15.6",0,"No","No",489.9,609.59,19,4.6,17,1
"ASUS","VivoBook","AMD","Ryzen 5","Missing","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"Casual","14",1,"Yes","Yes",624.5,749.9,16,4.4,172,36
"ASUS","VivoBook","AMD","Ryzen 5","Missing","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"Casual","14",1,"No","No",589.9,739.9,20,4.4,324,34
"ASUS","APU","AMD","Quad","10th","4 GB GB","DDR4","0 GB","512 GB","DOS","32-bit",0,"Casual","Missing",0,"No","No",199.9,233.9,14,4,2887,476
"HP","Pavilion","AMD","Ryzen 5","Missing","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"ThinNlight","15.6",1,"No","Yes",579.99,704.19,17,4.5,86,15
"ASUS","VivoBook","AMD","Ryzen 5","Missing","16 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"Casual","15.6",0,"No","No",569.9,809.9,29,4.8,4,1
"HP","Pavilion","AMD","Ryzen 5","Missing","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",4,"Casual","15.6",1,"No","Yes",729.9,877.17,16,4.7,16,4
"HP","Pavilion","AMD","Ryzen 5","Missing","16 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"Casual","13.3",1,"No","Yes",659.9,899.92,26,4.4,104,18
"HP","Pavilion","AMD","Ryzen 5","Missing","16 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",2,"Casual","14",1,"No","Yes",639.9,748.39,14,4.2,90,13
"ASUS","Ryzen","AMD","Ryzen 5","Missing","8 GB GB","DDR4","512 GB","0 GB","Windows","32-bit",0,"ThinNlight","15.6",1,"No","Yes",498.9,699.9,28,4.7,6,1
"DELL","Inspiron","AMD","Ryzen 5","Missing","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"ThinNlight","15.6",1,"No","Yes",499.9,661.61,24,4.4,47,7
"HP","Envy","AMD","Ryzen 5","Missing","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"Casual","13.3",1,"Yes","Yes",739.99,888.4,16,4.6,206,27
"DELL","Inspiron","AMD","Ryzen 5","Missing","4 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"ThinNlight","Missing",1,"No","Yes",609.9,678.61,10,4.4,183,42
"DELL","G5","AMD","Ryzen 5","Missing","4 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",6,"Casual","Missing",0,"No","No",761.9,809.96,5,4.4,358,64
"ASUS","VivoBook","AMD","Ryzen 5","Missing","4 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"Casual","Missing",1,"No","No",589.9,739.9,20,4.3,88,13
"HP","Pavilion","AMD","Ryzen 5","Missing","4 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"ThinNlight","Missing",1,"No","Yes",550.9,679.31,18,4.4,364,52
"acer","Aspire","AMD","Ryzen 5","Missing","4 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"Casual","Missing",1,"No","No",449.9,569.9,21,4.4,313,39
"HP","15s","AMD","Ryzen 5","Missing","4 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"ThinNlight","Missing",1,"No","Yes",534.9,599.9,10,4.4,826,118
"MSI","Modern","AMD","Ryzen 5","Missing","4 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"Casual","Missing",0,"No","No",549.9,699.9,21,4.4,1410,203
"acer","Aspire","AMD","Ryzen 5","Missing","4 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"Casual","Missing",1,"No","No",499.9,729.9,31,4.4,47,6
"acer","Aspire","AMD","Ryzen 5","Missing","4 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"ThinNlight","Missing",1,"No","No",499.9,649.9,23,4.5,6,1
"HP","14s","AMD","Ryzen 5","Missing","4 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"ThinNlight","Missing",1,"No","Yes",525,600,12,4.3,741,67
"Vaio","E","AMD","Ryzen 5","Missing","4 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"ThinNlight","Missing",2,"No","Yes",495.9,669.9,25,4.1,700,144
"ASUS","Ryzen","AMD","Ryzen 5","Missing","4 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"ThinNlight","Missing",1,"No","Yes",499.9,649.9,23,4.5,14,2
"HP","15s","AMD","Ryzen 5","Missing","4 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"ThinNlight","Missing",1,"No","Yes",545.9,599.9,9,4.4,349,69
"HP","Ryzen","AMD","Ryzen 5","Missing","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"ThinNlight","15.6",1,"No","Yes",518.9,586.57,11,4.3,519,48
"Vaio","E","AMD","Ryzen 5","Missing","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"ThinNlight","15.6",2,"No","Yes",509.9,669.9,23,4.1,700,144
"HP","Pavilion","AMD","Ryzen 5","Missing","16 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"ThinNlight","14",1,"No","Yes",599.99,748.39,19,4.1,19,1
"HP","Pavilion","AMD","Ryzen 5","Missing","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",4,"Gaming","15.6",1,"No","Yes",649.9,699.9,7,3.8,8,1
"DELL","Ryzen","AMD","Ryzen 5","Missing","4 GB GB","DDR4","1024 GB","0 GB","Windows","32-bit",0,"Casual","Missing",0,"No","No",579,789,26,4.7,3,1
"HP","Pavilion","AMD","Ryzen 5","Missing","4 GB GB","DDR4","0 GB","1024 GB","Windows","64-bit",4,"Gaming","Missing",1,"No","No",599.9,681.92,12,4.1,1480,151
"DELL","Inspiron","AMD","Ryzen 5","Missing","8 GB GB","DDR4","256 GB","1024 GB","Windows","64-bit",0,"Casual","15.6",0,"No","No",494.9,663.96,25,4,31,3
"ASUS","VivoBook","AMD","Ryzen 5","Missing","8 GB GB","DDR4","256 GB","1024 GB","Windows","64-bit",0,"Casual","15.6",1,"No","No",549.9,789.9,30,4.5,18,3
"Lenovo","Legion","AMD","Ryzen 5","Missing","8 GB GB","DDR4","256 GB","1024 GB","Windows","64-bit",4,"Casual","15.6",0,"No","No",685,908.9,24,4.5,271,24
"ASUS","VivoBook","AMD","Ryzen 5","Missing","8 GB GB","DDR4","256 GB","1024 GB","Windows","64-bit",0,"Casual","15.6",1,"No","No",549.9,789.9,30,4.6,49,6
"ASUS","VivoBook","AMD","Ryzen 5","Missing","8 GB GB","DDR4","256 GB","1024 GB","Windows","32-bit",0,"Casual","15.6",1,"No","Yes",549.9,789.9,30,4.4,474,65
"Lenovo","Ideapad","AMD","Ryzen 5","Missing","8 GB GB","DDR4","256 GB","1024 GB","Windows","64-bit",0,"Gaming","15.6",1,"No","Yes",639.9,852.9,24,4.5,861,116
"HP","Pavilion","AMD","Ryzen 5","Missing","4 GB GB","DDR4","256 GB","1024 GB","Windows","64-bit",4,"Gaming","Missing",1,"No","No",800,830.85,3,4.6,34,6
"ASUS","VivoBook","AMD","Ryzen 5","Missing","4 GB GB","DDR4","256 GB","1024 GB","Windows","64-bit",0,"Casual","Missing",1,"No","Yes",629.9,749.9,16,4.2,165,34
"HP","Ryzen","AMD","Ryzen 5","Missing","4 GB GB","DDR4","256 GB","1024 GB","Windows","64-bit",0,"ThinNlight","Missing",1,"No","No",529.9,573.31,7,4.4,698,74
"ASUS","ASUS","AMD","Ryzen 7","Missing","16 GB GB","DDR4","512 GB","0 GB","Windows","32-bit",4,"Gaming","17.3",0,"No","No",769.9,1069.9,28,4.8,22,3
"ASUS","ROG","AMD","Ryzen 7","Missing","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",4,"Casual","15.6",0,"No","No",719.9,909.9,20,4.5,144,16
"ASUS","ROG","AMD","Ryzen 7","Missing","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",4,"Casual","15.6",0,"No","No",719.9,909.9,20,4.5,1810,235
"Lenovo","Lenovo","AMD","Ryzen 7","Missing","16 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",4,"Casual","15.6",1,"No","Yes",999.9,1384.9,27,4.6,26,1
"ASUS","ASUS","AMD","Ryzen 7","Missing","16 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",4,"Gaming","17.3",0,"No","No",829.9,1079.9,23,4.6,1067,145
"ASUS","VivoBook","AMD","Ryzen 7","Missing","4 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"Casual","16",1,"No","No",929.9,1299.9,28,4.7,25,4
"HP","Pavilion","AMD","Ryzen 7","Missing","4 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",4,"Casual","16",1,"No","No",909.9,1032.15,11,4.6,273,40
"Vaio","E","AMD","Ryzen 7","Missing","4 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"ThinNlight","Missing",2,"No","Yes",569.9,760.9,25,3.8,139,26
"ASUS","VivoBook","AMD","Ryzen 7","Missing","4 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"Casual","Missing",1,"No","No",639.9,675.51,5,4.2,77,7
"Lenovo","Ideapad","AMD","Ryzen 7","Missing","4 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"Casual","Missing",1,"No","Yes",639.9,852.9,24,4.4,105,10
"HP","Ryzen","AMD","Ryzen 7","Missing","4 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"ThinNlight","Missing",1,"No","Yes",579.99,736.25,21,4.1,44,5
"DELL","G5","AMD","Ryzen 7","Missing","4 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",6,"Casual","16",0,"No","No",899.9,990.67,9,4.1,191,27
"Lenovo","Ryzen","AMD","Ryzen 7","Missing","4 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",4,"Casual","16",0,"No","No",731.38,1129.9,35,3,4,1
"HP","15s","AMD","Ryzen 7","Missing","4 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"ThinNlight","Missing",1,"No","Yes",685,720,4,4.5,134,22
"Vaio","E","AMD","Ryzen 7","Missing","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"ThinNlight","15.6",2,"No","Yes",579.9,760.9,23,3.8,139,26
"HP","Pavilion","AMD","Ryzen 7","Missing","16 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",2,"Casual","14",1,"No","Yes",799.9,863.52,7,3.5,23,6
"HP","Pavilion","AMD","Ryzen 7","Missing","16 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",4,"Gaming","15.6",1,"No","Yes",849.9,1111.08,23,2.8,4,2
"MSI","Alpha","AMD","Ryzen 7","Missing","16 GB GB","DDR4","1024 GB","0 GB","Windows","64-bit",8,"Casual","15.6",1,"No","No",999.9,1459.9,31,4.7,108,24
"ASUS","ROG","AMD","Ryzen 7","Missing","8 GB GB","LPDDR4X","1024 GB","0 GB","Windows","64-bit",4,"Casual","14",0,"No","No",729.9,1239.9,41,4.6,198,24
"ASUS","TUF","AMD","Ryzen 7","Missing","4 GB GB","DDR4","1024 GB","0 GB","Windows","32-bit",4,"Gaming","Missing",0,"No","No",959.9,1059.9,9,4.7,57,3
"HP","OMEN","AMD","Ryzen 7","Missing","4 GB GB","DDR4","1024 GB","0 GB","Windows","64-bit",8,"Casual","16",1,"No","No",1599.9,1863.48,14,4.8,17,2
"ASUS","ROG","AMD","Ryzen 7","Missing","4 GB GB","DDR4","1024 GB","0 GB","Windows","64-bit",0,"Casual","Missing",1,"No","Yes",760,1269.9,40,5,1,1
"ASUS","ROG","AMD","Ryzen 7","Missing","4 GB GB","LPDDR4X","1024 GB","0 GB","Windows","64-bit",4,"Casual","16",1,"Yes","No",999.9,1629.9,38,4.4,77,15
"ASUS","Ryzen","AMD","Ryzen 7","Missing","16 GB GB","LPDDR4X","1024 GB","0 GB","Windows","64-bit",0,"ThinNlight","13.3",1,"No","Yes",849.7,1109.9,23,3,2,1
"HP","Pavilion","AMD","Ryzen 7","Missing","16 GB GB","DDR4","256 GB","1024 GB","Windows","64-bit",4,"Gaming","15.6",1,"No","Yes",759.9,935.64,18,4.5,1084,123
"acer","Nitro","AMD","Ryzen 7","Missing","16 GB GB","DDR4","256 GB","1024 GB","Windows","64-bit",6,"Casual","15.6",1,"No","No",899.9,1199.9,25,4.4,272,36
"acer","Nitro","AMD","Ryzen 7","Missing","16 GB GB","DDR4","256 GB","1024 GB","Windows","64-bit",4,"Casual","15.6",0,"No","No",819.9,1199,31,4.5,141,24
"ASUS","ROG","AMD","Ryzen 9","Missing","16 GB GB","DDR4","1024 GB","0 GB","Windows","32-bit",0,"Casual","15.6",1,"No","No",1549.9,2079.9,25,4.6,194,42
"ASUS","ROG","AMD","Ryzen 9","Missing","16 GB GB","DDR4","1024 GB","0 GB","Windows","64-bit",8,"Casual","15.6",1,"No","Yes",1999.9,2599.9,23,4.7,9,2
"ASUS","ROG","AMD","Ryzen 9","Missing","16 GB GB","DDR4","1024 GB","0 GB","Windows","64-bit",4,"Casual","15.6",0,"No","No",1149.9,1629.9,29,4.6,28,4
"ASUS","ROG","AMD","Ryzen 9","Missing","16 GB GB","DDR4","1024 GB","0 GB","Windows","64-bit",6,"Casual","15.6",1,"No","Yes",1299.9,1879.9,30,4.3,204,35
"ASUS","ROG","AMD","Ryzen 9","Missing","16 GB GB","LPDDR4X","1024 GB","0 GB","Windows","64-bit",4,"Casual","13.4",1,"Yes","Yes",1149.9,1759.9,34,4.3,32,6
"ASUS","VivoBook","AMD","Ryzen 9","Missing","4 GB GB","DDR4","1024 GB","0 GB","Windows","64-bit",0,"Casual","16",1,"No","No",1049.9,1429.9,26,4.5,14,2
"ASUS","ROG","AMD","Ryzen 9","Missing","4 GB GB","LPDDR4X","1024 GB","0 GB","Windows","64-bit",4,"Casual","16",1,"Yes","No",1149.9,1819.9,36,4.7,14,1
"ASUS","ROG","AMD","Ryzen 9","Missing","4 GB GB","LPDDR4X","1024 GB","0 GB","Windows","64-bit",4,"Casual","Missing",1,"Yes","Yes",1429.9,2019.9,29,4,4,1
"ASUS","ROG","AMD","Ryzen 9","Missing","4 GB GB","LPDDR4X","1024 GB","0 GB","Windows","64-bit",4,"Casual","Missing",1,"Yes","Yes",1249.9,1949.9,35,4.2,44,12
"ASUS","ROG","AMD","Ryzen 9","Missing","4 GB GB","DDR4","1024 GB","0 GB","Windows","64-bit",6,"Casual","16",0,"No","No",1419.9,1899.9,25,4.2,61,13
"Lenovo","Thinkpad","AMD","Ryzen 5","10th","8 GB GB","DDR4","512 GB","0 GB","DOS","64-bit",0,"ThinNlight","14",0,"No","No",574.9,784,26,4.2,18,4
