"brand","model","processor_brand","processor_name","processor_gnrtn","ram_gb","ram_type","ssd","hdd","os","os_bit","graphic_card_gb","weight","display_size","warranty","Touchscreen","msoffice","latest_price","old_price","discount","star_rating","ratings","reviews"
"ASUS","ZenBook","Intel","Core i5","11th","8 GB GB","LPDDR4X","512 GB","0 GB","Windows","64-bit",0,"Casual","Missing",1,"Yes","No",999.9,1229.9,18,4.9,35,6
"DELL","Inspiron","Intel","Core i5","11th","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"Casual","Missing",1,"Yes","Yes",707.99,895.64,20,4.7,98,6
"Lenovo","ThinkPad","Intel","Core i5","11th","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"ThinNlight","Missing",1,"No","Yes",659.9,758.79,13,4.1,31,2
"ASUS","VivoBook","Intel","Core i5","8th","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"ThinNlight","Missing",1,"No","No",536.9,589.9,8,4.4,19,3
"Lenovo","IdeaPad","Intel","Core i5","10th","8 GB GB","DDR4","512 GB","0 GB","Windows","32-bit",2,"Casual","Missing",2,"No","Yes",589.99,659.99,10,4.4,45,3
"Lenovo","IdeaPad","Intel","Core i5","10th","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",4,"Gaming","Missing",0,"No","No",698.99,738.99,5,4.3,474,37
"DELL","Inspiron","Intel","Core i5","11th","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"ThinNlight","Missing",0,"No","No",729,749,2,3.9,24,4
"DELL","Inspiron","Intel","Core i5","11th","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"Casual","Missing",1,"Yes","Yes",739.9,926,20,4.5,195,17
"HP","Spectre","Intel","Core i5","10th","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"Casual","Missing",1,"Yes","No",1260,1520.42,17,5,2,1
"DELL","Inspiron","Intel","Core i5","11th","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",2,"Casual","16",1,"Yes","Yes",829.9,946,12,4.5,21,2
"MSI","GS","Intel","Core i5","8th","8 GB GB","DDR5","512 GB","0 GB","Windows","32-bit",6,"Casual","Missing",0,"No","No",1499.9,1699.9,11,4.1,10,3
"DELL","Inspiron","Intel","Core i5","10th","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"ThinNlight","Missing",1,"No","Yes",795,994.33,20,4.3,10,1
"DELL","Inspiron","Intel","Core i5","10th","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",2,"Casual","Missing",1,"No","Yes",829.9,1077.86,23,3.7,15,3
"DELL","Inspiron","Intel","Core i5","11th","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",2,"Casual","Missing",1,"No","Yes",709.8,760.94,6,4.4,138,23
"DELL","Missing","Intel","Core i5","11th","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",2,"Casual","16",0,"Yes","No",829.9,948.9,12,4.4,16,3
"MSI","Prestige","Intel","Core i5","11th","8 GB GB","LPDDR4X","512 GB","0 GB","Windows","64-bit",0,"Casual","16",1,"No","No",799.9,934.89,14,4.9,11,4
"Lenovo","Ideapad","Intel","Core i5","8th","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",2,"Casual","Missing",1,"No","Yes",599.99,800,25,4.4,22,3
"Lenovo","Yoga","Intel","Core i5","11th","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"Casual","16",1,"No","Yes",919.99,920,0,4.6,16,2
"DELL","Inspiron","Intel","Core i5","11th","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"Casual","16",1,"Yes","Yes",789,849,7,3.6,16,1
"Nokia","PureBook","Intel","Core i5","11th","16 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"ThinNlight","14",0,"No","No",559.9,829.9,32,4.1,117,31
"Lenovo","IdeaPad","Intel","Core i5","11th","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",4,"Gaming","15.6",0,"No","No",609.9,936.9,34,3.9,14,6
"DELL","Inspiron","Intel","Core i5","11th","16 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"ThinNlight","15.6",0,"No","No",701.9,907.83,22,3.5,6,3
"Avita","Liber","Intel","Core i5","8th","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"ThinNlight","14",0,"No","No",449.9,769.9,41,3.4,17,3
"ASUS","Intel","Intel","Core i5","11th","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"Casual","13.3",1,"Yes","Yes",849.9,1159.9,26,3.9,17,2
"HP","Pavilion","Intel","Core i5","11th","16 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",2,"Casual","15.6",1,"No","No",780,890,12,4.4,512,85
"Avita","Liber","Intel","Core i5","8th","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"ThinNlight","14",0,"No","No",730.63,769.9,5,3.4,17,3
"Avita","Liber","Intel","Core i5","8th","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"ThinNlight","14",0,"No","No",730.63,769.9,5,3.4,17,3
"Lenovo","Ideapad","Intel","Core i5","8th","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"ThinNlight","13.3",1,"No","Yes",749.9,834.58,10,3.3,3,1
"ASUS","ROG","Intel","Core i5","10th","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",4,"Casual","15.6",0,"No","No",759.9,1019.9,25,4.6,1365,137
"ASUS","ASUS","Intel","Core i5","11th","8 GB GB","DDR4","1024 GB","0 GB","Windows","64-bit",4,"Gaming","15.6",0,"No","No",759.9,1169.9,35,4.5,368,48
"ASUS","TUF","Intel","Core i5","11th","8 GB GB","DDR4","1024 GB","0 GB","Windows","64-bit",4,"Gaming","17.3",1,"No","Yes",779.9,1159.9,32,4.4,202,26
"ASUS","ROG","Intel","Core i5","10th","8 GB GB","DDR4","1024 GB","0 GB","Windows","64-bit",4,"Casual","15.6",1,"No","No",779.9,1499.9,48,4.5,187,26
"APPLE","MacBook","Intel","Core i5","10th","16 GB GB","LPDDR4X","1024 GB","0 GB","Mac","64-bit",0,"Casual","13",1,"No","No",1799.9,1949,7,4.7,31,3
"APPLE","MacBook","Intel","Core i5","10th","16 GB GB","LPDDR4X","1024 GB","0 GB","Mac","64-bit",0,"Casual","13",1,"No","No",1799.9,1949,7,4.8,91,5
"ASUS","ROG","Intel","Core i5","10th","8 GB GB","DDR4","1024 GB","0 GB","Windows","64-bit",4,"Casual","Missing",0,"No","No",829.9,1079.9,23,4.5,844,118
"DELL","Inspiron","Intel","Core i5","11th","8 GB GB","LPDDR4X","1024 GB","0 GB","Windows","64-bit",0,"ThinNlight","13.3",0,"No","No",741.9,834.17,11,4.5,21,3
"acer","Aspire","Intel","Core i5","11th","8 GB GB","DDR4","0 GB","1024 GB","Windows","64-bit",0,"ThinNlight","14",1,"No","No",469.9,569.99,17,3.8,253,28
"DELL","Vostro","Intel","Core i5","11th","8 GB GB","DDR4","0 GB","1024 GB","Windows","64-bit",0,"ThinNlight","14",1,"No","Yes",489.9,702.86,30,3.6,470,46
"acer","Aspire","Intel","Core i5","8th","8 GB GB","DDR4","0 GB","1024 GB","Windows","64-bit",2,"Casual","Missing",1,"No","Yes",599.99,625.11,4,4.1,118,28
"ASUS","VivoBook","Intel","Core i5","10th","8 GB GB","DDR4","0 GB","1024 GB","Windows","64-bit",0,"ThinNlight","Missing",1,"No","No",469.9,559.9,16,4,1444,179
"MSI","GF63","Intel","Core i5","10th","8 GB GB","DDR4","0 GB","1024 GB","Windows","64-bit",4,"Casual","Missing",2,"No","No",529.9,729.9,27,4.1,1114,137
"Lenovo","Ideapad","Intel","Core i5","8th","8 GB GB","DDR4","0 GB","1024 GB","Windows","64-bit",4,"Casual","Missing",1,"No","No",569.9,625.94,8,4,21,5
"acer","Aspire","Intel","Core i5","8th","8 GB GB","DDR4","0 GB","1024 GB","Windows","64-bit",2,"ThinNlight","Missing",1,"No","No",619.9,625.49,0,4.1,73,21
"MSI","GE76","Intel","Core i5","10th","8 GB GB","LPDDR4","0 GB","512 GB","DOS","32-bit",6,"Casual","Missing",0,"No","No",2911.9,3309.9,12,4.6,7,3
"MSI","GP76","Intel","Core i5","10th","8 GB GB","LPDDR4","0 GB","512 GB","DOS","32-bit",8,"Casual","Missing",0,"No","No",1799.9,2019.9,10,4.4,24,5
"HP","Pavilion","Intel","Core i5","8th","8 GB GB","DDR4","0 GB","1024 GB","Windows","64-bit",2,"Casual","15.6",1,"No","Yes",649.9,682.7,4,4.3,23,4
"HP","15q","Intel","Core i5","8th","8 GB GB","DDR4","0 GB","1024 GB","Windows","64-bit",0,"Casual","15.6",1,"No","No",467.9,501.9,6,4.2,3062,325
"acer","Swift","Intel","Core i5","8th","8 GB GB","DDR4","0 GB","1024 GB","Windows","64-bit",2,"Casual","15.6",1,"No","No",729.64,731.99,0,4.2,18,6
"HP","250","Intel","Core i5","10th","8 GB GB","DDR4","0 GB","1024 GB","Windows","32-bit",0,"Casual","15.6",1,"No","Yes",487.9,547.86,10,3.4,11,1
"ASUS","VivoBook","Intel","Core i5","11th","8 GB GB","DDR4","256 GB","1024 GB","Windows","32-bit",0,"Casual","15.6",1,"No","Yes",509.9,709.9,28,4.3,1188,127
"acer","Aspire","Intel","Core i5","11th","8 GB GB","DDR4","256 GB","1024 GB","Windows","64-bit",0,"Casual","15.6",1,"No","No",579.9,699.99,17,4.6,32,1
"acer","Aspire","Intel","Core i5","11th","8 GB GB","DDR4","256 GB","1024 GB","Windows","64-bit",0,"ThinNlight","15.6",1,"No","No",569.9,649.99,12,4,27,2
"acer","Travelmate","Intel","Core i5","11th","8 GB GB","DDR4","256 GB","1024 GB","Windows","64-bit",0,"Casual","14",0,"No","No",554.9,600,7,3.8,8,3
"DELL","Inspiron","Intel","Core i5","11th","8 GB GB","DDR4","256 GB","1024 GB","Windows","64-bit",2,"Casual","15.6",1,"No","No",624.9,861.99,27,3.9,157,20
"ASUS","VivoBook","Intel","Core i5","11th","16 GB GB","DDR4","256 GB","1024 GB","Windows","64-bit",0,"Casual","15.6",1,"No","No",649.9,859.9,24,4.7,10,1
"Lenovo","Ideapad","Intel","Core i5","11th","8 GB GB","DDR4","256 GB","1024 GB","Windows","64-bit",2,"Casual","15.6",1,"No","Yes",599.9,936.9,35,4.3,52,4
"ASUS","VivoBook","Intel","Core i5","11th","8 GB GB","DDR4","256 GB","1024 GB","Windows","64-bit",2,"Casual","15.6",1,"No","Yes",601.9,789.9,23,4.4,33,4
"ASUS","VivoBook","Intel","Core i5","9th","8 GB GB","DDR4","256 GB","1024 GB","Windows","64-bit",4,"Gaming","15.6",0,"No","No",544.9,779.9,30,4.3,343,47
"Lenovo","Legion","Intel","Core i5","9th","8 GB GB","DDR4","256 GB","1024 GB","Windows","64-bit",4,"Casual","15.6",1,"No","Yes",609.9,866.9,29,4.3,131,17
"DELL","Inspiron","Intel","Core i5","11th","4 GB GB","DDR4","256 GB","1024 GB","Windows","64-bit",0,"ThinNlight","14.9",1,"No","Yes",557.9,600.78,7,4.2,41,4
"ASUS","VivoBook","Intel","Core i5","11th","16 GB GB","DDR4","256 GB","1024 GB","Windows","64-bit",0,"Casual","15.6",1,"No","Yes",649.9,859.9,24,4.3,328,51
"ASUS","Missing","Intel","Core i5","11th","16 GB GB","DDR4","256 GB","1024 GB","Windows","64-bit",0,"ThinNlight","17.3",0,"No","No",589.9,859.9,31,4.8,6,1
"DELL","Vostro","Intel","Core i5","11th","8 GB GB","DDR4","256 GB","1024 GB","Windows","64-bit",0,"ThinNlight","14",1,"No","Yes",549.9,802.84,31,3.8,353,28
"HP","Pavilion","Intel","Core i5","11th","8 GB GB","DDR4","256 GB","1024 GB","Windows","64-bit",4,"Gaming","15.6",1,"No","Yes",719.9,877.17,17,4.3,127,20
"Lenovo","Ideapad","Intel","Core i5","11th","8 GB GB","DDR4","256 GB","1024 GB","Windows","64-bit",2,"Casual","15.6",1,"No","Yes",659.9,992.9,33,4.2,241,19
"ASUS","VivoBook","Intel","Core i5","11th","8 GB GB","DDR4","256 GB","1024 GB","Windows","64-bit",0,"Casual","Missing",1,"No","No",499.9,729.9,31,3.9,22,2
"DELL","Vostro","Intel","Core i5","11th","8 GB GB","DDR4","256 GB","1024 GB","Windows","64-bit",0,"ThinNlight","Missing",1,"No","Yes",589.9,740.66,20,4,8,1
"Lenovo","IdeaPad","Intel","Core i5","10th","8 GB GB","DDR4","256 GB","1024 GB","Windows","64-bit",4,"Gaming","Missing",0,"No","No",745.9,1099.9,32,4.4,898,128
"ASUS","Missing","Intel","Core i5","10th","8 GB GB","DDR4","256 GB","1024 GB","Windows","32-bit",2,"Casual","Missing",0,"No","No",589.9,679.9,13,5,1,1
"DELL","Inspiron","Intel","Core i5","11th","8 GB GB","DDR4","256 GB","1024 GB","Windows","64-bit",2,"Casual","Missing",0,"No","No",664.9,885.19,24,3.8,6,1
"DELL","G3","Intel","Core i5","10th","8 GB GB","DDR4","256 GB","1024 GB","Windows","64-bit",4,"Casual","Missing",0,"No","No",779,823,5,4.3,179,34
"DELL","Inspiron","Intel","Core i5","11th","8 GB GB","DDR4","256 GB","1024 GB","Windows","64-bit",2,"Casual","Missing",0,"No","No",674.9,826,18,3.8,41,5
"DELL","Inspiron","Intel","Core i5","11th","8 GB GB","DDR4","256 GB","1024 GB","Windows","64-bit",0,"Casual","Missing",1,"No","Yes",589.9,619.9,4,4.3,114,9
"Lenovo","IdeaPad","Intel","Core i5","10th","8 GB GB","DDR4","256 GB","1024 GB","Windows","64-bit",4,"Gaming","Missing",0,"No","No",749.99,755,0,4.3,268,25
"ASUS","VivoBook","Intel","Core i5","11th","8 GB GB","DDR4","256 GB","1024 GB","Windows","64-bit",0,"Casual","Missing",1,"No","Yes",689,789.99,12,5,6,1
"DELL","Inspiron","Intel","Core i5","11th","8 GB GB","DDR4","256 GB","1024 GB","Windows","64-bit",2,"Casual","15.6",0,"No","No",716.95,757.32,5,4.2,153,16
"DELL","Inspiron","Intel","Core i7","8th","16 GB GB","DDR4","256 GB","0 GB","Windows","64-bit",4,"Casual","Missing",1,"No","Yes",879.9,885.32,0,4.1,120,21
"ASUS","VivoBook","Intel","Core i7","10th","16 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"Casual","15.6",1,"No","No",579.9,809.9,28,4.3,76,9
"ASUS","VivoBook","Intel","Core i7","10th","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",4,"Gaming","15.6",0,"No","No",619.9,889.9,30,4.5,11,2
"MSI","GF63","Intel","Core i7","10th","16 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",4,"Casual","15.6",2,"No","No",799.9,959.9,16,4.5,484,56
"Lenovo","IdeaPad","Intel","Core i7","10th","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",4,"Gaming","15.6",1,"No","Yes",689.9,992.9,30,4.5,44,2
"Mi","Notebook","Intel","Core i7","10th","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",2,"Casual","14",1,"No","No",594.9,659.99,9,4.2,399,40
"Lenovo","IdeaPad","Intel","Core i7","11th","16 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"Casual","14",1,"Yes","Yes",859.9,1258.9,31,4.4,77,10
"Lenovo","Legion","Intel","Core i7","11th","16 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",4,"Casual","15.6",1,"No","Yes",999.9,1534.9,34,4.4,11,3
"Infinix","X1","Intel","Core i7","10th","16 GB GB","LPDDR4X","512 GB","0 GB","Windows","64-bit",8,"Casual","14",0,"No","No",549.9,699.99,21,4.3,57,14
"ASUS","VivoBook","Intel","Core i7","11th","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"Casual","14",1,"No","Yes",779.9,969.9,19,4.3,21,5
"Lenovo","IdeaPad","Intel","Core i7","11th","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",4,"Gaming","15.6",0,"No","No",799.9,1188.9,32,4,5,2
"Lenovo","Thinkbook","Intel","Core i7","11th","16 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"Casual","14",3,"Yes","Yes",849.9,1096.96,22,4.5,13,2
"HP","Envy","Intel","Core i7","11th","16 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"Casual","13.3",1,"Yes","Yes",1029.9,1147.51,10,4.7,11,2
"ASUS","ASUS","Intel","Core i7","11th","16 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",4,"Gaming","16",0,"No","No",949.9,1019.9,6,4.5,118,15
"HP","Pavilion","Intel","Core i7","11th","16 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",4,"Gaming","16",1,"No","Yes",901.9,1072.62,15,4.3,6,1
"MSI","Prestige","Intel","Core i7","10th","16 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",4,"Casual","16",1,"No","No",1099.9,1349.9,18,4.3,138,30
"ASUS","VivoBook","Intel","Core i7","11th","16 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",2,"Casual","Missing",1,"No","Yes",789.9,1049.9,24,4.5,35,4
"HP","Pavilion","Intel","Core i7","11th","16 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",4,"Gaming","16",1,"No","Yes",920,1130.19,18,4.5,8,1
"HP","Spectre","Intel","Core i7","10th","16 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"Casual","16",1,"Yes","No",1629.9,1929.77,15,3.3,3,1
"DELL","XPS","Intel","Core i7","11th","16 GB GB","LPDDR4X","512 GB","0 GB","Windows","64-bit",0,"ThinNlight","16",1,"No","Yes",1353,1355.53,0,5,5,2
"MSI","Modern","Intel","Core i7","11th","16 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",0,"Casual","Missing",0,"No","No",649.9,789.9,17,4.4,33,5
"MSI","Prestige","Intel","Core i7","10th","16 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",2,"Casual","16",1,"No","No",1049.9,1239.9,15,4,85,9
"ASUS","ZenBook","Intel","Core i7","8th","16 GB GB","DDR3","512 GB","0 GB","Windows","64-bit",0,"ThinNlight","16",1,"No","No",999.9,1229.9,18,4.3,30,7
"ASUS","ZenBook","Intel","Core i7","8th","8 GB GB","LPDDR3","512 GB","0 GB","Windows","64-bit",0,"ThinNlight","13.3",1,"No","No",819.9,1029.87,20,4.3,40,4
"MSI","GF63","Intel","Core i7","9th","8 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",4,"Casual","15.6",2,"No","No",669.9,1049.9,36,4.5,1639,230
"MSI","GF65","Intel","Core i7","10th","16 GB GB","DDR4","1024 GB","0 GB","Windows","64-bit",6,"Casual","15.6",2,"No","No",849.9,1239.9,31,4.4,498,64
"ASUS","ASUS","Intel","Core i7","11th","16 GB GB","DDR4","1024 GB","0 GB","Windows","64-bit",4,"Gaming","15.6",0,"No","No",989.9,1369.9,27,4.5,445,56
"HP","Envy","Intel","Core i7","10th","16 GB GB","DDR4","1024 GB","0 GB","Windows","64-bit",6,"Casual","15.6",1,"No","Yes",1446.9,1734.53,16,4.2,17,4
"MSI","Stealth","Intel","Core i7","11th","16 GB GB","DDR4","1024 GB","0 GB","Windows","64-bit",6,"Casual","16",2,"No","No",1199.9,1629.9,26,4.3,20,3
"ASUS","ZenBook","Intel","Core i7","10th","16 GB GB","LPDDR3","1024 GB","0 GB","Windows","64-bit",2,"Casual","16",1,"No","Yes",1249.9,1469.9,14,4.6,17,1
"HP","Spectre","Intel","Core i7","10th","16 GB GB","DDR4","1024 GB","0 GB","Windows","64-bit",0,"Casual","16",1,"Yes","No",1799.9,2163.68,16,4.2,13,5
"MSI","Summit","Intel","Core i7","11th","16 GB GB","DDR4","1024 GB","0 GB","Windows","64-bit",4,"Casual","16",2,"Yes","No",1549.9,1569.9,1,4,3,2
"Lenovo","Yoga","Intel","Core i7","11th","16 GB GB","LPDDR4X","1024 GB","0 GB","Windows","64-bit",0,"Casual","16",1,"No","Yes",1229.9,1678.9,26,3,4,2
"MSI","Pulse","Intel","Core i7","11th","16 GB GB","DDR4","1024 GB","0 GB","Windows","64-bit",8,"Casual","16",2,"No","No",1299.9,1799.9,27,4.2,14,3
"MSI","Missing","Intel","Core i7","12th","16 GB GB","DDR4","1024 GB","0 GB","Windows","64-bit",6,"Casual","16",0,"No","No",1399.9,1569.9,10,4.5,4,2
"acer","Predator","Intel","Core i7","11th","16 GB GB","DDR4","1024 GB","0 GB","Windows","64-bit",6,"Casual","16",1,"No","No",1299.9,1499.9,13,4.5,54,7
"HP","Spectre","Intel","Core i7","11th","16 GB GB","LPDDR4X","1024 GB","0 GB","Windows","64-bit",0,"Casual","16",1,"Yes","Yes",1285,1520.42,15,3.7,3,1
"Lenovo","Yoga","Intel","Core i7","11th","16 GB GB","DDR4","1024 GB","0 GB","Windows","64-bit",0,"Casual","16",1,"Yes","Yes",1029.9,1040.33,1,4.4,16,2
"ASUS","ZenBook","Intel","Core i7","11th","16 GB GB","LPDDR4X","1024 GB","0 GB","Windows","64-bit",0,"Casual","16",1,"Yes","No",1199.9,1589.9,24,4.8,8,1
"Lenovo","Yoga","Intel","Core i7","10th","16 GB GB","LPDDR4X","1024 GB","0 GB","Windows","64-bit",0,"ThinNlight","16",0,"No","No",1199.9,1480.82,18,2.5,2,1
"Avita","Liber","Intel","Core i7","10th","16 GB GB","DDR4","1024 GB","0 GB","Windows","64-bit",0,"ThinNlight","14",0,"No","No",629.9,833.9,24,3.9,207,49
"Lenovo","ThinkBook","Intel","Core i7","11th","16 GB GB","LPDDR4","1024 GB","0 GB","Windows","64-bit",0,"Casual","13",1,"No","Yes",859.9,1481.58,41,3.4,7,2
"MSI","GF63","Intel","Core i7","10th","8 GB GB","DDR4","256 GB","1024 GB","Windows","64-bit",4,"Casual","15.6",2,"No","No",639.9,839.9,23,4.3,794,83
"ASUS","VivoBook","Intel","Core i7","10th","16 GB GB","DDR4","256 GB","1024 GB","Windows","64-bit",4,"Gaming","15.6",0,"No","No",669.9,979.9,31,4.2,25,4
"acer","Predator","Intel","Core i7","10th","16 GB GB","DDR4","256 GB","1024 GB","Windows","64-bit",6,"Casual","16",1,"No","No",1199.9,1409.9,14,4.6,2038,313
"acer","Predator","Intel","Core i7","11th","16 GB GB","DDR4","512 GB","1024 GB","Windows","64-bit",4,"Casual","15.6",1,"No","No",929.9,1309.9,29,4.5,214,37
"acer","Predator","Intel","Core i7","11th","16 GB GB","DDR4","512 GB","1024 GB","Windows","32-bit",6,"Casual","15.6",1,"No","No",1199.9,1409.9,14,4.5,342,54
"ASUS","Missing","Intel","Core i9","10th","16 GB GB","DDR4","1024 GB","0 GB","Windows","64-bit",6,"Casual","Missing",1,"Yes","No",2699.9,3269.9,17,4.8,8,1
"Smartron","t.book","Intel","Core m3","7th","4 GB GB","DDR3","128 GB","0 GB","Windows","64-bit",0,"Casual","12.2",0,"Yes","No",429.9,459.9,6,3.5,25,6
"MSI","Katana","Intel","Core i5","10th","8 GB GB","LPDDR4","0 GB","512 GB","DOS","32-bit",4,"Casual","Missing",0,"No","No",869.9,1179.9,26,4.5,218,27
"acer","Dual","AMD","Dual Core","Missing","4 GB GB","DDR4","256 GB","0 GB","Windows","64-bit",0,"Casual","Missing",1,"No","No",319.9,329.9,3,4,762,104
"MSI","Pulse","Intel","Core i5","10th","8 GB GB","LPDDR4","0 GB","512 GB","DOS","32-bit",6,"Casual","Missing",0,"No","No",1099.9,1399.9,21,4.6,78,16
"MSI","Pulse","Intel","Core i5","10th","8 GB GB","LPDDR4","0 GB","512 GB","DOS","32-bit",4,"Casual","Missing",0,"No","No",1095.9,1239.9,11,4.6,5,2
"DELL","G15","Intel","GeForce GTX","10th","8 GB GB","LPDDR4","0 GB","512 GB","DOS","32-bit",4,"Casual","15.6",0,"No","No",755,835.57,9,4.4,28,1
"ALIENWARE","Missing","Intel","GeForce RTX","10th","8 GB GB","LPDDR4","0 GB","512 GB","DOS","32-bit",8,"Casual","15.6",0,"No","No",3453.9,3777.98,8,4.6,10,3
"ALIENWARE","Missing","Intel","GeForce RTX","10th","8 GB GB","LPDDR4","0 GB","512 GB","DOS","32-bit",6,"Casual","15.6",0,"No","No",2147.9,2379.37,9,4.1,13,4
"ALIENWARE","Missing","Intel","GeForce RTX","10th","8 GB GB","LPDDR4","0 GB","512 GB","DOS","32-bit",8,"Casual","15.6",0,"No","No",2692.9,2930.8,8,4,5,2
"DELL","G15","Intel","GEFORCE RTX","10th","4 GB GB","DDR4","0 GB","512 GB","DOS","32-bit",4,"Casual","Missing",0,"No","No",959.9,1240.78,22,4.3,20,5
"MSI","GF65","Intel","Hexa Core","Missing","16 GB GB","DDR4","512 GB","0 GB","Windows","64-bit",6,"Casual","15.6",2,"No","No",769.9,1069.9,28,4.5,298,49
"MSI","GF63","Intel","Hexa Core","Missing","8 GB GB","DDR4","256 GB","1024 GB","Windows","64-bit",4,"Casual","15.6",2,"No","No",559.9,729.9,23,4.4,2582,272
"APPLE","MacBook","M1","M1","10th","8 GB GB","DDR4","256 GB","0 GB","Mac","64-bit",0,"Casual","13.3",1,"No","No",859.9,929,7,4.7,6725,629
"APPLE","MacBook","M1","M1","10th","8 GB GB","DDR4","256 GB","0 GB","Mac","64-bit",0,"Casual","13.3",1,"No","No",1129.9,1229,8,4.8,640,70
"APPLE","MacBook","M1","M1","10th","16 GB GB","DDR4","256 GB","0 GB","Mac","64-bit",0,"Casual","13.3",1,"No","No",1049.9,1129,7,4.7,45,4
"APPLE","MacBook","M1","M1","10th","8 GB GB","DDR4","256 GB","0 GB","Mac","64-bit",0,"Casual","13.3",1,"No","No",1129.9,1229,8,4.8,640,70
"APPLE","MacBook","M1","M1","10th","16 GB GB","DDR4","256 GB","0 GB","Mac","64-bit",0,"Casual","13.3",1,"No","No",1329.9,1499,11,4.8,640,70
"APPLE","MacBook","M1","M1","10th","16 GB GB","DDR4","256 GB","0 GB","Mac","64-bit",0,"Casual","13.3",1,"No","No",1049.9,1129,7,4.7,45,4
"APPLE","MacBook","M1","M1","10th","8 GB GB","DDR4","256 GB","0 GB","Mac","64-bit",0,"Casual","13.3",1,"No","No",859.9,929,7,4.7,6725,629
"APPLE","MacBook","M1","M1","10th","16 GB GB","DDR4","512 GB","0 GB","Mac","64-bit",0,"Casual","13.3",1,"No","No",1499.9,1639,8,4.8,640,70
"APPLE","MacBook","M1","M1","10th","8 GB GB","DDR4","512 GB","0 GB","Mac","64-bit",0,"Casual","13.3",1,"No","No",1259.9,1429,11,4.6,399,45
"APPLE","MacBook","M1","M1","10th","8 GB GB","DDR4","512 GB","0 GB","Mac","64-bit",0,"Casual","13.3",1,"No","No",1039.9,1179,11,4.7,809,91
"APPLE","MacBook","M1","M1","10th","8 GB GB","DDR4","512 GB","0 GB","Mac","64-bit",0,"Casual","13.3",1,"No","No",1019.9,1179,13,4.7,809,91
"APPLE","MacBook","M1","M1","10th","8 GB GB","DDR4","512 GB","0 GB","Mac","64-bit",0,"Casual","13.3",1,"No","No",1049.9,1109,5,4.7,6725,629
"APPLE","MacBook","M1","M1","10th","8 GB GB","DDR4","512 GB","0 GB","Mac","64-bit",0,"Casual","13.3",1,"No","No",1319.9,1429,7,4.6,399,45
"APPLE","MacBook","M1","M1","10th","16 GB GB","DDR4","512 GB","0 GB","Mac","64-bit",0,"Casual","13.3",1,"No","No",1289.9,1379,6,4.7,45,4
"APPLE","MacBook","M1","M1","10th","16 GB GB","DDR4","512 GB","0 GB","Mac","64-bit",0,"Casual","14.2",1,"No","No",1849.9,1949,5,4.8,42,8
"APPLE","MacBook","M1","M1","10th","16 GB GB","DDR4","512 GB","0 GB","Mac","64-bit",0,"Casual","16.2",1,"No","No",2259.9,2399,5,4.8,42,8
